StudentID,Student Name,Student Gender,Student Age,Student Class,Mother Name,Father Name,Contact Phone Number,Assigned Mentor,Mentor Phone Number
RJ_7654,Aarav Singh,Male,13,8,Priya Verma,Arjun Singh,"=""7937208653""",Mr. Amit Singh,"=""9876543212"""
RJ_7655,Aarav Khan,Male,6,1,Siya Singh,Sai Reddy,"=""9318003739""",Mr. Amit Singh,"=""9876543212"""
RJ_7656,Siya Singh,Female,8,2,Aisha Sharma,Arjun Singh,"=""8714488657""",Mr. Amit Singh,"=""9876543212"""
RJ_7657,Aarav Gupta,Male,18,12,Priya Jain,Vihaan Sharma,"=""9540183046""",Ms. Sunita Sharma,"=""9876543211"""
RJ_7658,Sai Reddy,Male,13,8,Aisha Patel,Sai Jain,"=""6693186546""",Mr. Vijay Gupta,"=""9876543214"""
RJ_7659,Sneha Verma,Female,14,9,Priya Reddy,Sai Shah,"=""7998572486""",Ms. Sunita Sharma,"=""9876543211"""
RJ_7660,Rohan Singh,Male,12,7,Tara Khan,Kabir Patel,"=""6312759181""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_7661,Arjun Patel,Male,15,9,Siya Khan,Kabir Shah,"=""6389505088""",Mr. Amit Singh,"=""9876543212"""
RJ_7662,Riya Reddy,Female,10,5,Ananya Verma,Ishaan Patel,"=""8481754915""",Mr. Vijay Gupta,"=""9876543214"""
RJ_7663,Diya Singh,Female,14,9,Riya Khan,Kabir Shah,"=""7441213661""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_7664,Kavya Verma,Female,14,9,Priya Shah,Aarav Sharma,"=""8356965667""",Ms. Sunita Sharma,"=""9876543211"""
RJ_7665,Riya Jain,Female,16,11,Sneha Reddy,Ishaan Shah,"=""8705659637""",Mr. Amit Singh,"=""9876543212"""
RJ_7666,Isha Shah,Female,7,1,Siya Reddy,Aarav Reddy,"=""7101235066""",Mr. Vijay Gupta,"=""9876543214"""
RJ_7667,Tara Singh,Female,18,12,Sneha Shah,Reyansh Reddy,"=""8157158645""",Mr. Vijay Gupta,"=""9876543214"""
RJ_7668,Reyansh Khan,Male,17,12,Diya Patel,Reyansh Khan,"=""9414678681""",Mr. Amit Singh,"=""9876543212"""
RJ_7669,Isha Verma,Female,9,3,Kavya Shah,Vihaan Khan,"=""8528498796""",Mr. Amit Singh,"=""9876543212"""
RJ_7670,Reyansh Sharma,Male,12,7,Ananya Reddy,Aarav Reddy,"=""8366464285""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_7671,Aditya Singh,Male,12,6,Isha Reddy,Vihaan Kumar,"=""7260838090""",Ms. Pooja Verma,"=""9876543213"""
RJ_7672,Aarav Verma,Male,16,10,Diya Reddy,Kabir Shah,"=""6577773741""",Mr. Amit Singh,"=""9876543212"""
RJ_7673,Sai Khan,Male,9,3,Priya Gupta,Aditya Reddy,"=""7815535286""",Mr. Amit Singh,"=""9876543212"""
RJ_7674,Rohan Patel,Male,8,2,Sneha Kumar,Sai Sharma,"=""9445552577""",Ms. Sunita Sharma,"=""9876543211"""
RJ_7675,Kabir Khan,Male,14,8,Ananya Kumar,Aarav Reddy,"=""8624798360""",Ms. Sunita Sharma,"=""9876543211"""
RJ_7676,Ishaan Reddy,Male,15,9,Tara Shah,Aarav Patel,"=""8237426188""",Ms. Pooja Verma,"=""9876543213"""
RJ_7677,Aarav Singh,Male,17,11,Ananya Reddy,Aryan Patel,"=""9821276302""",Ms. Sunita Sharma,"=""9876543211"""
RJ_7678,Kabir Singh,Male,15,10,Priya Verma,Aarav Patel,"=""6874780235""",Ms. Pooja Verma,"=""9876543213"""
RJ_7679,Riya Jain,Female,13,8,Diya Jain,Aditya Patel,"=""6738954047""",Ms. Pooja Verma,"=""9876543213"""
RJ_7680,Kavya Reddy,Female,17,12,Riya Reddy,Vihaan Sharma,"=""9241889038""",Ms. Pooja Verma,"=""9876543213"""
RJ_7681,Kavya Jain,Female,14,9,Siya Verma,Ishaan Khan,"=""9304842316""",Ms. Sunita Sharma,"=""9876543211"""
RJ_7682,Sai Khan,Male,12,7,Riya Patel,Sai Sharma,"=""6836017183""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_7683,Ananya Sharma,Female,8,3,Tara Kumar,Aryan Shah,"=""7349344989""",Ms. Sunita Sharma,"=""9876543211"""
RJ_7684,Siya Kumar,Female,10,4,Tara Khan,Kabir Singh,"=""8928854424""",Mr. Amit Singh,"=""9876543212"""
RJ_7685,Aisha Khan,Female,8,3,Riya Singh,Aditya Verma,"=""6305436122""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_7686,Aryan Patel,Male,12,6,Ananya Reddy,Rohan Jain,"=""8926904835""",Mr. Vijay Gupta,"=""9876543214"""
RJ_7687,Sneha Kumar,Female,12,7,Siya Reddy,Arjun Gupta,"=""8629045516""",Ms. Pooja Verma,"=""9876543213"""
RJ_7688,Rohan Patel,Male,13,8,Ananya Kumar,Ishaan Shah,"=""8466270658""",Ms. Pooja Verma,"=""9876543213"""
RJ_7689,Riya Jain,Female,17,12,Diya Shah,Aditya Patel,"=""7495229237""",Mr. Amit Singh,"=""9876543212"""
RJ_7690,Kabir Shah,Male,14,9,Sneha Singh,Ishaan Gupta,"=""6967686192""",Ms. Sunita Sharma,"=""9876543211"""
RJ_7691,Sai Gupta,Male,8,3,Isha Verma,Kabir Sharma,"=""7869415069""",Ms. Pooja Verma,"=""9876543213"""
RJ_7692,Aarav Khan,Male,14,8,Isha Sharma,Reyansh Patel,"=""7693289554""",Mr. Amit Singh,"=""9876543212"""
RJ_7693,Siya Sharma,Female,7,1,Aisha Khan,Sai Reddy,"=""6605724073""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_7694,Arjun Gupta,Male,11,6,Priya Kumar,Aditya Verma,"=""8226788669""",Ms. Sunita Sharma,"=""9876543211"""
RJ_7695,Diya Gupta,Female,16,11,Tara Gupta,Arjun Khan,"=""7662821374""",Ms. Sunita Sharma,"=""9876543211"""
RJ_7696,Diya Sharma,Female,13,7,Priya Shah,Aarav Verma,"=""9147790758""",Ms. Pooja Verma,"=""9876543213"""
RJ_7697,Arjun Patel,Male,13,7,Priya Jain,Vihaan Shah,"=""9396251595""",Mr. Amit Singh,"=""9876543212"""
RJ_7698,Tara Singh,Female,12,6,Sneha Shah,Aryan Singh,"=""8182660534""",Ms. Sunita Sharma,"=""9876543211"""
RJ_7699,Aarav Shah,Male,13,7,Priya Patel,Reyansh Verma,"=""6829256154""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_7700,Aisha Gupta,Female,6,1,Isha Reddy,Arjun Sharma,"=""6496284344""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_7701,Ananya Patel,Female,16,11,Aisha Khan,Kabir Jain,"=""9167061955""",Mr. Amit Singh,"=""9876543212"""
RJ_7702,Arjun Sharma,Male,8,2,Ananya Khan,Aarav Reddy,"=""8343289740""",Mr. Amit Singh,"=""9876543212"""
RJ_7703,Riya Patel,Female,14,8,Sneha Khan,Ishaan Kumar,"=""6263224713""",Mr. Amit Singh,"=""9876543212"""
RJ_7704,Aarav Reddy,Male,10,5,Diya Verma,Sai Sharma,"=""7176538929""",Mr. Vijay Gupta,"=""9876543214"""
RJ_7705,Ishaan Kumar,Male,17,11,Kavya Verma,Aryan Reddy,"=""8674935095""",Mr. Amit Singh,"=""9876543212"""
RJ_7706,Sai Gupta,Male,11,6,Sneha Patel,Aryan Patel,"=""9507631413""",Ms. Pooja Verma,"=""9876543213"""
RJ_7707,Ishaan Singh,Male,9,3,Priya Verma,Sai Singh,"=""7322589655""",Mr. Amit Singh,"=""9876543212"""
RJ_7708,Kavya Kumar,Female,13,8,Diya Verma,Rohan Singh,"=""6953966962""",Ms. Sunita Sharma,"=""9876543211"""
RJ_7709,Arjun Patel,Male,15,10,Sneha Verma,Kabir Verma,"=""7292997421""",Ms. Pooja Verma,"=""9876543213"""
RJ_7710,Aditya Jain,Male,13,8,Sneha Reddy,Ishaan Reddy,"=""6409968113""",Mr. Vijay Gupta,"=""9876543214"""
RJ_7711,Arjun Verma,Male,7,2,Aisha Khan,Aryan Patel,"=""6532474822""",Ms. Sunita Sharma,"=""9876543211"""
RJ_7712,Aditya Verma,Male,15,9,Sneha Verma,Reyansh Sharma,"=""7609989742""",Ms. Sunita Sharma,"=""9876543211"""
RJ_7713,Priya Singh,Female,11,6,Diya Kumar,Kabir Verma,"=""9294019873""",Ms. Sunita Sharma,"=""9876543211"""
RJ_7714,Diya Verma,Female,17,11,Riya Jain,Reyansh Kumar,"=""6600907495""",Ms. Pooja Verma,"=""9876543213"""
RJ_7715,Diya Jain,Female,12,6,Aisha Shah,Aarav Jain,"=""6499377377""",Mr. Vijay Gupta,"=""9876543214"""
RJ_7716,Siya Gupta,Female,6,1,Sneha Reddy,Aditya Jain,"=""8273182007""",Ms. Pooja Verma,"=""9876543213"""
RJ_7717,Aisha Kumar,Female,9,3,Tara Reddy,Reyansh Verma,"=""8688844679""",Ms. Pooja Verma,"=""9876543213"""
RJ_7718,Priya Verma,Female,16,11,Riya Sharma,Ishaan Sharma,"=""7868597646""",Mr. Vijay Gupta,"=""9876543214"""
RJ_7719,Riya Sharma,Female,12,7,Aisha Gupta,Sai Gupta,"=""7341769396""",Ms. Pooja Verma,"=""9876543213"""
RJ_7720,Siya Gupta,Female,13,8,Priya Verma,Kabir Patel,"=""7466063523""",Ms. Sunita Sharma,"=""9876543211"""
RJ_7721,Kavya Singh,Female,18,12,Kavya Kumar,Aditya Patel,"=""9497251752""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_7722,Ishaan Kumar,Male,15,10,Priya Gupta,Arjun Gupta,"=""6343095950""",Ms. Pooja Verma,"=""9876543213"""
RJ_7723,Arjun Jain,Male,16,11,Diya Gupta,Rohan Verma,"=""6940416114""",Mr. Amit Singh,"=""9876543212"""
RJ_7724,Vihaan Verma,Male,13,7,Kavya Sharma,Vihaan Verma,"=""6914638694""",Mr. Vijay Gupta,"=""9876543214"""
RJ_7725,Sneha Shah,Female,13,8,Ananya Jain,Kabir Singh,"=""6382337648""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_7726,Reyansh Patel,Male,12,7,Siya Sharma,Vihaan Singh,"=""7516248459""",Mr. Vijay Gupta,"=""9876543214"""
RJ_7727,Aditya Khan,Male,11,6,Siya Singh,Rohan Gupta,"=""9789105150""",Ms. Sunita Sharma,"=""9876543211"""
RJ_7728,Tara Shah,Female,7,2,Aisha Sharma,Rohan Gupta,"=""8564516148""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_7729,Kavya Khan,Female,9,4,Tara Jain,Vihaan Khan,"=""9607378938""",Mr. Vijay Gupta,"=""9876543214"""
RJ_7730,Rohan Gupta,Male,17,12,Tara Sharma,Reyansh Kumar,"=""9721470666""",Ms. Sunita Sharma,"=""9876543211"""
RJ_7731,Aisha Sharma,Female,10,4,Diya Singh,Aarav Shah,"=""6730598311""",Ms. Sunita Sharma,"=""9876543211"""
RJ_7732,Reyansh Sharma,Male,7,1,Ananya Verma,Kabir Khan,"=""7221849398""",Ms. Pooja Verma,"=""9876543213"""
RJ_7733,Aarav Shah,Male,16,11,Riya Shah,Aditya Gupta,"=""8111180060""",Ms. Pooja Verma,"=""9876543213"""
RJ_7734,Sai Jain,Male,7,2,Ananya Jain,Ishaan Reddy,"=""8169635841""",Ms. Sunita Sharma,"=""9876543211"""
RJ_7735,Sai Singh,Male,6,1,Priya Patel,Aditya Khan,"=""6108719930""",Ms. Sunita Sharma,"=""9876543211"""
RJ_7736,Tara Patel,Female,7,2,Riya Sharma,Arjun Singh,"=""7871169210""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_7737,Ananya Shah,Female,14,8,Siya Sharma,Aarav Singh,"=""7333622367""",Mr. Amit Singh,"=""9876543212"""
RJ_7738,Priya Shah,Female,14,8,Siya Reddy,Rohan Sharma,"=""6570668150""",Ms. Pooja Verma,"=""9876543213"""
RJ_7739,Reyansh Singh,Male,12,7,Kavya Reddy,Aarav Shah,"=""9773572945""",Ms. Sunita Sharma,"=""9876543211"""
RJ_7740,Sai Verma,Male,6,1,Priya Gupta,Reyansh Verma,"=""6797658147""",Ms. Sunita Sharma,"=""9876543211"""
RJ_7741,Aisha Sharma,Female,17,12,Siya Sharma,Aditya Kumar,"=""8183582598""",Ms. Sunita Sharma,"=""9876543211"""
RJ_7742,Isha Khan,Female,12,6,Isha Verma,Sai Kumar,"=""8985340559""",Mr. Amit Singh,"=""9876543212"""
RJ_7743,Rohan Reddy,Male,10,5,Diya Patel,Rohan Singh,"=""7824989333""",Mr. Amit Singh,"=""9876543212"""
RJ_7744,Arjun Kumar,Male,7,1,Sneha Sharma,Aarav Kumar,"=""6244681546""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_7745,Arjun Gupta,Male,11,6,Diya Kumar,Reyansh Patel,"=""9367074087""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_7746,Tara Sharma,Female,9,4,Priya Verma,Aryan Gupta,"=""6873019978""",Mr. Amit Singh,"=""9876543212"""
RJ_7747,Reyansh Patel,Male,15,9,Tara Kumar,Arjun Gupta,"=""9895205266""",Ms. Pooja Verma,"=""9876543213"""
RJ_7748,Kabir Sharma,Male,9,4,Siya Khan,Kabir Verma,"=""9360726325""",Mr. Vijay Gupta,"=""9876543214"""
RJ_7749,Siya Patel,Female,17,11,Siya Shah,Reyansh Jain,"=""9450821063""",Ms. Sunita Sharma,"=""9876543211"""
RJ_7750,Aditya Reddy,Male,10,4,Ananya Jain,Rohan Singh,"=""6175054019""",Mr. Vijay Gupta,"=""9876543214"""
RJ_7751,Reyansh Verma,Male,10,4,Sneha Jain,Reyansh Singh,"=""9275820291""",Mr. Amit Singh,"=""9876543212"""
RJ_7752,Isha Khan,Female,16,10,Kavya Gupta,Ishaan Verma,"=""8289836685""",Mr. Amit Singh,"=""9876543212"""
RJ_7753,Sneha Shah,Female,15,10,Riya Patel,Rohan Jain,"=""9445604293""",Ms. Pooja Verma,"=""9876543213"""
RJ_7754,Diya Verma,Female,14,9,Priya Patel,Sai Reddy,"=""7215099771""",Ms. Pooja Verma,"=""9876543213"""
RJ_7755,Vihaan Shah,Male,14,8,Isha Jain,Vihaan Patel,"=""6100606770""",Mr. Vijay Gupta,"=""9876543214"""
RJ_7756,Diya Khan,Female,10,5,Priya Singh,Aryan Singh,"=""9346687945""",Mr. Vijay Gupta,"=""9876543214"""
RJ_7757,Sai Reddy,Male,8,3,Priya Verma,Reyansh Shah,"=""6496308622""",Ms. Sunita Sharma,"=""9876543211"""
RJ_7758,Aarav Jain,Male,7,1,Diya Shah,Aryan Gupta,"=""6989847384""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_7759,Tara Kumar,Female,17,12,Siya Kumar,Kabir Singh,"=""8475564087""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_7760,Ananya Kumar,Female,17,11,Riya Khan,Ishaan Kumar,"=""6781411950""",Mr. Amit Singh,"=""9876543212"""
RJ_7761,Tara Verma,Female,18,12,Riya Reddy,Rohan Khan,"=""6138058997""",Ms. Sunita Sharma,"=""9876543211"""
RJ_7762,Tara Jain,Female,8,2,Ananya Sharma,Aryan Patel,"=""8198774674""",Mr. Vijay Gupta,"=""9876543214"""
RJ_7763,Rohan Khan,Male,9,3,Tara Reddy,Arjun Singh,"=""6345002201""",Mr. Vijay Gupta,"=""9876543214"""
RJ_7764,Rohan Patel,Male,16,10,Siya Singh,Arjun Kumar,"=""7587058178""",Ms. Pooja Verma,"=""9876543213"""
RJ_7765,Riya Sharma,Female,17,12,Kavya Reddy,Kabir Verma,"=""6883023273""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_7766,Reyansh Gupta,Male,6,1,Ananya Verma,Ishaan Patel,"=""8135456457""",Mr. Vijay Gupta,"=""9876543214"""
RJ_7767,Vihaan Verma,Male,8,2,Diya Gupta,Reyansh Jain,"=""9687102613""",Mr. Amit Singh,"=""9876543212"""
RJ_7768,Reyansh Sharma,Male,7,1,Tara Singh,Aarav Sharma,"=""7712615041""",Ms. Pooja Verma,"=""9876543213"""
RJ_7769,Kavya Gupta,Female,8,3,Tara Singh,Vihaan Reddy,"=""8555056283""",Mr. Amit Singh,"=""9876543212"""
RJ_7770,Tara Sharma,Female,12,7,Ananya Gupta,Vihaan Shah,"=""6314587640""",Mr. Amit Singh,"=""9876543212"""
RJ_7771,Kabir Verma,Male,11,6,Aisha Sharma,Ishaan Khan,"=""7395430186""",Mr. Vijay Gupta,"=""9876543214"""
RJ_7772,Aditya Shah,Male,10,4,Aisha Sharma,Kabir Singh,"=""6342576972""",Ms. Pooja Verma,"=""9876543213"""
RJ_7773,Isha Reddy,Female,16,10,Diya Kumar,Aryan Kumar,"=""9873582968""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_7774,Arjun Jain,Male,6,1,Tara Patel,Ishaan Kumar,"=""9356056575""",Mr. Vijay Gupta,"=""9876543214"""
RJ_7775,Sai Khan,Male,13,8,Kavya Singh,Arjun Shah,"=""9261482732""",Ms. Pooja Verma,"=""9876543213"""
RJ_7776,Arjun Sharma,Male,9,4,Priya Kumar,Ishaan Singh,"=""7253368750""",Mr. Vijay Gupta,"=""9876543214"""
RJ_7777,Diya Kumar,Female,18,12,Isha Khan,Kabir Singh,"=""9372807097""",Mr. Amit Singh,"=""9876543212"""
RJ_7778,Kavya Singh,Female,12,6,Tara Khan,Rohan Patel,"=""6686014384""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_7779,Aryan Reddy,Male,13,8,Priya Kumar,Arjun Shah,"=""7447201647""",Ms. Sunita Sharma,"=""9876543211"""
RJ_7780,Ananya Patel,Female,15,9,Riya Patel,Arjun Jain,"=""6374214365""",Mr. Vijay Gupta,"=""9876543214"""
RJ_7781,Arjun Gupta,Male,11,5,Kavya Gupta,Aryan Patel,"=""7224781362""",Ms. Sunita Sharma,"=""9876543211"""
RJ_7782,Riya Verma,Female,9,3,Riya Jain,Rohan Patel,"=""9354198577""",Mr. Amit Singh,"=""9876543212"""
RJ_7783,Ananya Singh,Female,17,11,Kavya Reddy,Reyansh Kumar,"=""7206024397""",Mr. Amit Singh,"=""9876543212"""
RJ_7784,Ananya Khan,Female,8,3,Tara Shah,Kabir Patel,"=""7174763478""",Ms. Pooja Verma,"=""9876543213"""
RJ_7785,Aditya Kumar,Male,10,4,Priya Gupta,Rohan Patel,"=""8800236455""",Mr. Amit Singh,"=""9876543212"""
RJ_7786,Sai Kumar,Male,16,11,Siya Sharma,Sai Reddy,"=""7814725697""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_7787,Kabir Khan,Male,8,3,Siya Patel,Kabir Sharma,"=""8871465545""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_7788,Aisha Jain,Female,9,4,Ananya Gupta,Rohan Kumar,"=""6653263893""",Mr. Vijay Gupta,"=""9876543214"""
RJ_7789,Ananya Singh,Female,11,6,Ananya Gupta,Kabir Shah,"=""8422787834""",Ms. Sunita Sharma,"=""9876543211"""
RJ_7790,Aarav Reddy,Male,12,7,Diya Jain,Arjun Sharma,"=""9896564666""",Mr. Vijay Gupta,"=""9876543214"""
RJ_7791,Vihaan Shah,Male,18,12,Priya Jain,Kabir Patel,"=""6870283671""",Ms. Pooja Verma,"=""9876543213"""
RJ_7792,Siya Sharma,Female,14,8,Riya Khan,Sai Gupta,"=""8403212754""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_7793,Siya Verma,Female,17,11,Sneha Reddy,Reyansh Verma,"=""7212585999""",Ms. Sunita Sharma,"=""9876543211"""
RJ_7794,Sneha Sharma,Female,9,4,Tara Shah,Sai Kumar,"=""8450692182""",Mr. Vijay Gupta,"=""9876543214"""
RJ_7795,Ananya Kumar,Female,10,4,Riya Singh,Kabir Jain,"=""7726802418""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_7796,Tara Sharma,Female,15,9,Aisha Reddy,Aditya Kumar,"=""7282901427""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_7797,Ishaan Patel,Male,17,11,Siya Jain,Ishaan Jain,"=""6742124078""",Mr. Amit Singh,"=""9876543212"""
RJ_7798,Sai Verma,Male,15,9,Isha Jain,Aarav Jain,"=""9844752098""",Ms. Sunita Sharma,"=""9876543211"""
RJ_7799,Kabir Kumar,Male,7,2,Riya Sharma,Reyansh Gupta,"=""7143567060""",Ms. Pooja Verma,"=""9876543213"""
RJ_7800,Arjun Patel,Male,10,4,Ananya Sharma,Aditya Verma,"=""7480284469""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_7801,Rohan Gupta,Male,14,9,Diya Jain,Sai Singh,"=""8304647147""",Mr. Vijay Gupta,"=""9876543214"""
RJ_7802,Ishaan Shah,Male,8,3,Siya Sharma,Ishaan Reddy,"=""8446756886""",Mr. Vijay Gupta,"=""9876543214"""
RJ_7803,Aditya Gupta,Male,15,9,Tara Shah,Sai Shah,"=""7616617416""",Mr. Vijay Gupta,"=""9876543214"""
RJ_7804,Aisha Khan,Female,9,4,Sneha Sharma,Kabir Shah,"=""9663445182""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_7805,Aryan Patel,Male,8,3,Tara Singh,Aarav Shah,"=""6356807176""",Mr. Vijay Gupta,"=""9876543214"""
RJ_7806,Ishaan Jain,Male,9,3,Isha Gupta,Kabir Kumar,"=""6887669210""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_7807,Ishaan Reddy,Male,11,6,Riya Shah,Sai Khan,"=""7294291194""",Ms. Sunita Sharma,"=""9876543211"""
RJ_7808,Vihaan Patel,Male,13,8,Priya Reddy,Sai Shah,"=""8634070455""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_7809,Riya Patel,Female,15,10,Kavya Kumar,Arjun Singh,"=""7474066419""",Ms. Pooja Verma,"=""9876543213"""
RJ_7810,Aryan Shah,Male,10,5,Siya Shah,Kabir Singh,"=""7365944570""",Mr. Vijay Gupta,"=""9876543214"""
RJ_7811,Arjun Jain,Male,15,9,Siya Gupta,Arjun Shah,"=""8396160579""",Mr. Vijay Gupta,"=""9876543214"""
RJ_7812,Riya Shah,Female,8,2,Siya Reddy,Arjun Shah,"=""9294201490""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_7813,Priya Jain,Female,15,9,Tara Sharma,Kabir Shah,"=""6126628987""",Mr. Vijay Gupta,"=""9876543214"""
RJ_7814,Sneha Kumar,Female,8,2,Diya Reddy,Vihaan Jain,"=""8673408562""",Mr. Amit Singh,"=""9876543212"""
RJ_7815,Tara Sharma,Female,14,9,Siya Kumar,Reyansh Singh,"=""9392352863""",Mr. Vijay Gupta,"=""9876543214"""
RJ_7816,Tara Singh,Female,6,1,Riya Khan,Aditya Verma,"=""6829643625""",Mr. Vijay Gupta,"=""9876543214"""
RJ_7817,Sai Reddy,Male,15,10,Sneha Kumar,Vihaan Shah,"=""6703116005""",Mr. Vijay Gupta,"=""9876543214"""
RJ_7818,Arjun Gupta,Male,18,12,Sneha Sharma,Ishaan Gupta,"=""6348699154""",Mr. Amit Singh,"=""9876543212"""
RJ_7819,Sneha Patel,Female,12,6,Priya Verma,Rohan Kumar,"=""7517299157""",Mr. Amit Singh,"=""9876543212"""
RJ_7820,Sneha Khan,Female,8,2,Riya Khan,Ishaan Patel,"=""9603021747""",Ms. Pooja Verma,"=""9876543213"""
RJ_7821,Sneha Gupta,Female,11,5,Sneha Verma,Kabir Patel,"=""8741974500""",Mr. Amit Singh,"=""9876543212"""
RJ_7822,Aisha Gupta,Female,6,1,Riya Reddy,Aryan Khan,"=""8906083787""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_7823,Tara Shah,Female,16,11,Kavya Sharma,Aarav Patel,"=""9447916054""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_7824,Arjun Gupta,Male,17,12,Sneha Shah,Sai Singh,"=""6464233538""",Mr. Vijay Gupta,"=""9876543214"""
RJ_7825,Aisha Kumar,Female,7,2,Tara Shah,Aryan Khan,"=""9680295986""",Ms. Pooja Verma,"=""9876543213"""
RJ_7826,Arjun Shah,Male,16,11,Aisha Kumar,Rohan Jain,"=""6449112067""",Mr. Amit Singh,"=""9876543212"""
RJ_7827,Rohan Sharma,Male,7,1,Kavya Khan,Aarav Khan,"=""8679657605""",Ms. Sunita Sharma,"=""9876543211"""
RJ_7828,Sneha Jain,Female,9,3,Isha Shah,Ishaan Kumar,"=""9488024422""",Mr. Vijay Gupta,"=""9876543214"""
RJ_7829,Isha Patel,Female,15,10,Isha Verma,Aditya Reddy,"=""9204500108""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_7830,Aditya Patel,Male,9,4,Aisha Reddy,Rohan Sharma,"=""6171128257""",Mr. Vijay Gupta,"=""9876543214"""
RJ_7831,Priya Sharma,Female,16,10,Aisha Patel,Ishaan Gupta,"=""8639819540""",Ms. Pooja Verma,"=""9876543213"""
RJ_7832,Rohan Gupta,Male,7,1,Siya Patel,Aditya Gupta,"=""7324794147""",Ms. Pooja Verma,"=""9876543213"""
RJ_7833,Riya Khan,Female,12,6,Tara Jain,Rohan Patel,"=""7382176634""",Ms. Sunita Sharma,"=""9876543211"""
RJ_7834,Isha Reddy,Female,13,7,Aisha Shah,Kabir Shah,"=""9234796392""",Mr. Vijay Gupta,"=""9876543214"""
RJ_7835,Riya Singh,Female,12,6,Kavya Kumar,Sai Jain,"=""7206826104""",Mr. Vijay Gupta,"=""9876543214"""
RJ_7836,Aarav Sharma,Male,18,12,Ananya Jain,Rohan Singh,"=""6917956236""",Mr. Amit Singh,"=""9876543212"""
RJ_7837,Riya Patel,Female,18,12,Priya Kumar,Aryan Khan,"=""8550692898""",Mr. Amit Singh,"=""9876543212"""
RJ_7838,Aryan Kumar,Male,12,6,Kavya Verma,Sai Sharma,"=""8755578954""",Mr. Vijay Gupta,"=""9876543214"""
RJ_7839,Reyansh Patel,Male,7,2,Aisha Khan,Reyansh Sharma,"=""8408446123""",Ms. Sunita Sharma,"=""9876543211"""
RJ_7840,Arjun Patel,Male,18,12,Ananya Reddy,Rohan Patel,"=""7500724827""",Mr. Vijay Gupta,"=""9876543214"""
RJ_7841,Kavya Khan,Female,11,5,Diya Gupta,Sai Patel,"=""8141946223""",Ms. Pooja Verma,"=""9876543213"""
RJ_7842,Reyansh Singh,Male,7,2,Tara Jain,Arjun Shah,"=""7808111725""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_7843,Vihaan Patel,Male,7,2,Siya Kumar,Sai Gupta,"=""9393540403""",Mr. Vijay Gupta,"=""9876543214"""
RJ_7844,Sneha Gupta,Female,17,11,Sneha Jain,Vihaan Reddy,"=""6346689217""",Mr. Vijay Gupta,"=""9876543214"""
RJ_7845,Aryan Gupta,Male,12,6,Isha Khan,Aryan Shah,"=""9622936428""",Ms. Sunita Sharma,"=""9876543211"""
RJ_7846,Aarav Khan,Male,7,1,Siya Shah,Aryan Singh,"=""7333923814""",Mr. Vijay Gupta,"=""9876543214"""
RJ_7847,Riya Singh,Female,7,1,Tara Patel,Vihaan Sharma,"=""8473842752""",Mr. Vijay Gupta,"=""9876543214"""
RJ_7848,Diya Kumar,Female,15,9,Aisha Verma,Vihaan Jain,"=""7494427579""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_7849,Siya Reddy,Female,12,7,Diya Verma,Reyansh Singh,"=""7395944785""",Ms. Pooja Verma,"=""9876543213"""
RJ_7850,Rohan Verma,Male,17,11,Kavya Jain,Rohan Verma,"=""7204591810""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_7851,Aryan Khan,Male,9,3,Siya Kumar,Ishaan Patel,"=""7995964358""",Ms. Pooja Verma,"=""9876543213"""
